,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
31178,106.52,47.12,0.0,0.05,91.45,100.0,67500,Weekday,Wednesday,Maximum_Load
31179,119.59,54.25,0.0,0.05,91.07,100.0,68400,Weekday,Wednesday,Maximum_Load
31180,83.38,34.78,0.0,0.04,92.29,100.0,69300,Weekday,Wednesday,Maximum_Load
31181,93.53,40.18,0.0,0.04,91.88,100.0,70200,Weekday,Wednesday,Maximum_Load
31182,99.32,45.86,0.0,0.05,90.79,100.0,71100,Weekday,Wednesday,Maximum_Load
31183,119.45,52.67,0.0,0.05,91.5,100.0,72000,Weekday,Wednesday,Maximum_Load
31184,95.65,37.55,0.0,0.04,93.08,100.0,72900,Weekday,Wednesday,Medium_Load
31185,98.6,31.54,0.0,0.05,95.25,100.0,73800,Weekday,Wednesday,Medium_Load
31186,86.83,26.42,0.0,0.04,95.67,100.0,74700,Weekday,Wednesday,Medium_Load
31187,47.63,6.77,2.41,0.02,99.0,99.87,75600,Weekday,Wednesday,Medium_Load
31188,24.73,0.14,6.66,0.01,100.0,96.56,76500,Weekday,Wednesday,Medium_Load
31189,5.4,0.0,20.63,0.0,100.0,25.32,77400,Weekday,Wednesday,Medium_Load
31190,5.36,0.0,20.59,0.0,100.0,25.19,78300,Weekday,Wednesday,Medium_Load
31191,4.1,0.0,16.78,0.0,100.0,23.74,79200,Weekday,Wednesday,Medium_Load
31192,3.89,3.06,0.22,0.0,78.6,99.84,80100,Weekday,Wednesday,Maximum_Load
31193,3.85,3.6,0.0,0.0,73.04,100.0,81000,Weekday,Wednesday,Maximum_Load
31194,3.89,3.56,0.0,0.0,73.77,100.0,81900,Weekday,Wednesday,Maximum_Load
31195,3.92,3.17,0.0,0.0,77.76,100.0,82800,Weekday,Wednesday,Maximum_Load
31196,3.74,2.92,0.0,0.0,78.82,100.0,83700,Weekday,Wednesday,Light_Load
31197,3.71,2.95,0.07,0.0,78.27,99.98,84600,Weekday,Wednesday,Light_Load
31198,3.71,3.2,0.04,0.0,75.72,99.99,85500,Weekday,Wednesday,Light_Load
31199,3.71,3.06,0.0,0.0,77.14,100.0,0,Weekday,Wednesday,Light_Load
31200,3.82,2.99,0.0,0.0,78.75,100.0,900,Weekday,Thursday,Light_Load
31201,3.71,2.92,0.0,0.0,78.58,100.0,1800,Weekday,Thursday,Light_Load
31202,3.74,3.31,0.0,0.0,74.88,100.0,2700,Weekday,Thursday,Light_Load
31203,3.74,3.46,0.0,0.0,73.41,100.0,3600,Weekday,Thursday,Light_Load
31204,3.85,3.2,0.0,0.0,76.9,100.0,4500,Weekday,Thursday,Light_Load
31205,3.82,3.17,0.0,0.0,76.95,100.0,5400,Weekday,Thursday,Light_Load
31206,3.74,3.17,0.0,0.0,76.28,100.0,6300,Weekday,Thursday,Light_Load
31207,4.68,3.92,0.0,0.0,76.66,100.0,7200,Weekday,Thursday,Light_Load
31208,4.32,3.67,0.0,0.0,76.21,100.0,8100,Weekday,Thursday,Light_Load
31209,3.71,3.13,0.0,0.0,76.43,100.0,9000,Weekday,Thursday,Light_Load
31210,3.46,3.2,0.0,0.0,73.42,100.0,9900,Weekday,Thursday,Light_Load
31211,3.17,3.02,0.0,0.0,72.4,100.0,10800,Weekday,Thursday,Light_Load
31212,3.2,3.13,0.0,0.0,71.49,100.0,11700,Weekday,Thursday,Light_Load
31213,3.17,2.92,0.0,0.0,73.55,100.0,12600,Weekday,Thursday,Light_Load
31214,3.2,3.13,0.0,0.0,71.49,100.0,13500,Weekday,Thursday,Light_Load
31215,3.2,3.1,0.0,0.0,71.82,100.0,14400,Weekday,Thursday,Light_Load
31216,3.24,3.06,0.0,0.0,72.7,100.0,15300,Weekday,Thursday,Light_Load
31217,3.2,3.13,0.0,0.0,71.49,100.0,16200,Weekday,Thursday,Light_Load
31218,3.2,3.17,0.0,0.0,71.04,100.0,17100,Weekday,Thursday,Light_Load
31219,3.42,3.1,0.0,0.0,74.09,100.0,18000,Weekday,Thursday,Light_Load
31220,3.78,3.24,0.0,0.0,75.93,100.0,18900,Weekday,Thursday,Light_Load
31221,4.39,4.32,0.0,0.0,71.28,100.0,19800,Weekday,Thursday,Light_Load
31222,3.49,3.28,0.0,0.0,72.87,100.0,20700,Weekday,Thursday,Light_Load
31223,3.1,2.59,0.0,0.0,76.74,100.0,21600,Weekday,Thursday,Light_Load
31224,3.17,2.66,0.0,0.0,76.6,100.0,22500,Weekday,Thursday,Light_Load
31225,3.13,2.77,0.0,0.0,74.89,100.0,23400,Weekday,Thursday,Light_Load
31226,3.17,2.59,0.04,0.0,77.44,99.99,24300,Weekday,Thursday,Light_Load
31227,3.1,2.88,0.0,0.0,73.26,100.0,25200,Weekday,Thursday,Light_Load
31228,3.06,2.52,0.0,0.0,77.19,100.0,26100,Weekday,Thursday,Light_Load
31229,3.17,2.27,0.11,0.0,81.3,99.94,27000,Weekday,Thursday,Light_Load
31230,4.79,2.99,0.04,0.0,84.83,100.0,27900,Weekday,Thursday,Light_Load
31231,6.3,2.41,0.07,0.0,93.4,99.99,28800,Weekday,Thursday,Light_Load
31232,41.51,27.36,0.04,0.02,83.49,100.0,29700,Weekday,Thursday,Light_Load
31233,101.48,59.04,0.0,0.05,86.44,100.0,30600,Weekday,Thursday,Light_Load
31234,120.67,65.66,0.0,0.06,87.84,100.0,31500,Weekday,Thursday,Light_Load
31235,124.49,51.73,0.0,0.06,92.34,100.0,32400,Weekday,Thursday,Light_Load
31236,139.61,55.51,0.0,0.06,92.92,100.0,33300,Weekday,Thursday,Medium_Load
31237,120.82,47.66,0.0,0.06,93.02,100.0,34200,Weekday,Thursday,Medium_Load
31238,157.18,77.72,0.0,0.07,89.64,100.0,35100,Weekday,Thursday,Medium_Load
31239,136.4,59.9,0.0,0.06,91.56,100.0,36000,Weekday,Thursday,Medium_Load
31240,139.57,58.9,0.0,0.06,92.13,100.0,36900,Weekday,Thursday,Maximum_Load
31241,103.5,39.35,0.0,0.05,93.47,100.0,37800,Weekday,Thursday,Maximum_Load
31242,113.87,42.84,0.0,0.05,93.6,100.0,38700,Weekday,Thursday,Maximum_Load
31243,133.13,54.61,0.0,0.06,92.52,100.0,39600,Weekday,Thursday,Maximum_Load
31244,134.6,67.21,0.0,0.06,89.47,100.0,40500,Weekday,Thursday,Maximum_Load
31245,96.62,55.73,0.0,0.04,86.62,100.0,41400,Weekday,Thursday,Maximum_Load
31246,70.63,40.21,0.0,0.03,86.9,100.0,42300,Weekday,Thursday,Maximum_Load
31247,55.69,28.66,2.48,0.03,88.92,99.9,43200,Weekday,Thursday,Maximum_Load
31248,5.22,0.0,20.7,0.0,100.0,24.45,44100,Weekday,Thursday,Medium_Load
31249,6.44,0.0,20.48,0.0,100.0,30.0,45000,Weekday,Thursday,Medium_Load
31250,6.62,0.0,20.3,0.0,100.0,31.0,45900,Weekday,Thursday,Medium_Load
31251,6.55,0.0,20.66,0.0,100.0,30.22,46800,Weekday,Thursday,Medium_Load
31252,41.87,14.98,8.39,0.02,94.16,98.05,47700,Weekday,Thursday,Medium_Load
31253,75.35,36.14,0.0,0.03,90.17,100.0,48600,Weekday,Thursday,Medium_Load
31254,93.67,54.07,0.0,0.04,86.61,100.0,49500,Weekday,Thursday,Medium_Load
31255,83.63,43.09,0.0,0.04,88.89,100.0,50400,Weekday,Thursday,Medium_Load
31256,87.77,49.25,0.0,0.04,87.21,100.0,51300,Weekday,Thursday,Medium_Load
31257,89.06,49.68,0.0,0.04,87.33,100.0,52200,Weekday,Thursday,Medium_Load
31258,85.54,46.48,0.0,0.04,87.87,100.0,53100,Weekday,Thursday,Medium_Load
31259,70.52,34.7,0.0,0.03,89.73,100.0,54000,Weekday,Thursday,Medium_Load
31260,79.34,42.59,0.0,0.04,88.11,100.0,54900,Weekday,Thursday,Medium_Load
31261,80.24,37.84,0.0,0.04,90.45,100.0,55800,Weekday,Thursday,Medium_Load
31262,80.57,44.42,0.0,0.04,87.57,100.0,56700,Weekday,Thursday,Medium_Load
31263,79.6,43.13,0.0,0.04,87.92,100.0,57600,Weekday,Thursday,Medium_Load
31264,81.07,44.78,0.0,0.04,87.53,100.0,58500,Weekday,Thursday,Medium_Load
31265,97.96,59.11,0.0,0.04,85.62,100.0,59400,Weekday,Thursday,Medium_Load
31266,95.04,54.76,0.0,0.04,86.65,100.0,60300,Weekday,Thursday,Medium_Load
31267,84.67,47.27,0.0,0.04,87.31,100.0,61200,Weekday,Thursday,Medium_Load
31268,58.07,20.56,0.0,0.03,94.27,100.0,62100,Weekday,Thursday,Maximum_Load
31269,46.12,8.53,0.97,0.02,98.33,99.98,63000,Weekday,Thursday,Maximum_Load
31270,32.94,0.07,3.46,0.02,100.0,99.45,63900,Weekday,Thursday,Maximum_Load
31271,32.87,4.0,1.69,0.02,99.27,99.87,64800,Weekday,Thursday,Maximum_Load
31272,45.68,18.36,0.0,0.02,92.79,100.0,65700,Weekday,Thursday,Maximum_Load
31273,70.16,37.01,0.0,0.03,88.45,100.0,66600,Weekday,Thursday,Maximum_Load
31274,67.79,26.64,0.0,0.03,93.07,100.0,67500,Weekday,Thursday,Maximum_Load
31275,82.37,39.17,0.0,0.04,90.31,100.0,68400,Weekday,Thursday,Maximum_Load
31276,67.21,27.86,0.0,0.03,92.38,100.0,69300,Weekday,Thursday,Maximum_Load
31277,71.71,30.78,0.0,0.03,91.89,100.0,70200,Weekday,Thursday,Maximum_Load
31278,75.53,33.16,0.0,0.03,91.56,100.0,71100,Weekday,Thursday,Maximum_Load
31279,71.78,29.99,0.0,0.03,92.27,100.0,72000,Weekday,Thursday,Maximum_Load
31280,72.86,32.04,0.0,0.03,91.54,100.0,72900,Weekday,Thursday,Medium_Load
31281,74.88,33.91,0.0,0.03,91.09,100.0,73800,Weekday,Thursday,Medium_Load
31282,68.98,27.9,0.0,0.03,92.7,100.0,74700,Weekday,Thursday,Medium_Load
31283,43.6,7.96,1.04,0.02,98.37,99.97,75600,Weekday,Thursday,Medium_Load
31284,18.65,0.11,11.16,0.01,100.0,85.81,76500,Weekday,Thursday,Medium_Load
31285,4.97,0.0,21.71,0.0,100.0,22.32,77400,Weekday,Thursday,Medium_Load
31286,4.07,0.0,21.89,0.0,100.0,18.28,78300,Weekday,Thursday,Medium_Load
31287,4.07,0.0,21.46,0.0,100.0,18.63,79200,Weekday,Thursday,Medium_Load
31288,3.74,2.84,0.61,0.0,79.64,98.7,80100,Weekday,Thursday,Maximum_Load
31289,3.82,3.1,0.22,0.0,77.65,99.83,81000,Weekday,Thursday,Maximum_Load
31290,3.78,3.02,0.22,0.0,78.13,99.83,81900,Weekday,Thursday,Maximum_Load
31291,3.74,2.74,0.32,0.0,80.67,99.64,82800,Weekday,Thursday,Maximum_Load
31292,3.71,2.81,0.29,0.0,79.72,99.7,83700,Weekday,Thursday,Light_Load
31293,3.67,2.88,0.25,0.0,78.67,99.77,84600,Weekday,Thursday,Light_Load
31294,3.74,3.02,0.14,0.0,77.8,99.93,85500,Weekday,Thursday,Light_Load
31295,3.78,3.02,0.11,0.0,78.13,99.96,0,Weekday,Thursday,Light_Load
31296,3.78,3.1,0.0,0.0,77.32,100.0,900,Weekday,Friday,Light_Load
31297,4.64,2.41,0.07,0.0,88.74,99.99,1800,Weekday,Friday,Light_Load
31298,4.18,2.45,0.25,0.0,86.27,99.82,2700,Weekday,Friday,Light_Load
31299,3.67,2.48,0.4,0.0,82.86,99.41,3600,Weekday,Friday,Light_Load
31300,3.67,2.45,0.4,0.0,83.17,99.41,4500,Weekday,Friday,Light_Load
31301,3.6,2.45,0.4,0.0,82.67,99.39,5400,Weekday,Friday,Light_Load
31302,3.64,2.38,0.43,0.0,83.7,99.31,6300,Weekday,Friday,Light_Load
31303,3.67,2.34,0.47,0.0,84.32,99.19,7200,Weekday,Friday,Light_Load
31304,3.2,1.91,0.47,0.0,85.87,98.94,8100,Weekday,Friday,Light_Load
31305,3.06,1.8,0.5,0.0,86.19,98.69,9000,Weekday,Friday,Light_Load
31306,3.02,1.87,0.43,0.0,85.02,99.0,9900,Weekday,Friday,Light_Load
31307,3.02,1.94,0.32,0.0,84.14,99.44,10800,Weekday,Friday,Light_Load
31308,3.06,1.98,0.32,0.0,83.96,99.46,11700,Weekday,Friday,Light_Load
31309,3.02,1.98,0.36,0.0,83.63,99.3,12600,Weekday,Friday,Light_Load
31310,3.2,2.09,0.29,0.0,83.72,99.59,13500,Weekday,Friday,Light_Load
31311,3.67,2.3,0.04,0.0,84.73,99.99,14400,Weekday,Friday,Light_Load
31312,3.42,2.2,0.14,0.0,84.1,99.92,15300,Weekday,Friday,Light_Load
31313,3.06,1.94,0.4,0.0,84.46,99.16,16200,Weekday,Friday,Light_Load
31314,3.56,2.38,0.47,0.0,83.13,99.14,17100,Weekday,Friday,Light_Load
31315,3.56,2.38,0.4,0.0,83.13,99.37,18000,Weekday,Friday,Light_Load
31316,2.95,1.69,0.5,0.0,86.77,98.59,18900,Weekday,Friday,Light_Load
31317,2.99,1.84,0.43,0.0,85.17,98.98,19800,Weekday,Friday,Light_Load
31318,2.99,1.76,0.5,0.0,86.18,98.63,20700,Weekday,Friday,Light_Load
31319,2.95,1.66,0.58,0.0,87.15,98.12,21600,Weekday,Friday,Light_Load
31320,2.99,1.66,0.58,0.0,87.43,98.17,22500,Weekday,Friday,Light_Load
31321,2.92,1.58,0.61,0.0,87.95,97.89,23400,Weekday,Friday,Light_Load
31322,2.92,1.69,0.5,0.0,86.55,98.57,24300,Weekday,Friday,Light_Load
31323,2.99,2.05,0.25,0.0,82.48,99.65,25200,Weekday,Friday,Light_Load
31324,3.02,2.12,0.18,0.0,81.85,99.82,26100,Weekday,Friday,Light_Load
31325,3.53,2.2,0.25,0.0,84.87,99.75,27000,Weekday,Friday,Light_Load
31326,6.12,2.66,0.14,0.0,91.71,99.97,27900,Weekday,Friday,Light_Load
31327,6.59,2.52,0.0,0.0,93.4,100.0,28800,Weekday,Friday,Light_Load
31328,42.23,30.67,0.07,0.02,80.91,100.0,29700,Weekday,Friday,Light_Load
31329,82.4,66.17,0.0,0.04,77.97,100.0,30600,Weekday,Friday,Light_Load
31330,90.9,67.72,0.0,0.04,80.19,100.0,31500,Weekday,Friday,Light_Load
31331,99.25,56.38,0.0,0.05,86.95,100.0,32400,Weekday,Friday,Light_Load
31332,93.06,51.34,0.0,0.04,87.56,100.0,33300,Weekday,Friday,Medium_Load
31333,73.69,35.03,0.0,0.03,90.31,100.0,34200,Weekday,Friday,Medium_Load
31334,63.36,27.47,0.0,0.03,91.75,100.0,35100,Weekday,Friday,Medium_Load
31335,75.67,36.47,0.0,0.03,90.08,100.0,36000,Weekday,Friday,Medium_Load
31336,70.96,35.57,0.0,0.03,89.4,100.0,36900,Weekday,Friday,Maximum_Load
31337,100.69,59.62,0.0,0.05,86.05,100.0,37800,Weekday,Friday,Maximum_Load
31338,83.66,43.06,0.0,0.04,88.91,100.0,38700,Weekday,Friday,Maximum_Load
31339,65.77,32.11,0.0,0.03,89.86,100.0,39600,Weekday,Friday,Maximum_Load
31340,73.66,36.36,0.0,0.03,89.67,100.0,40500,Weekday,Friday,Maximum_Load
31341,67.03,28.01,0.0,0.03,92.27,100.0,41400,Weekday,Friday,Maximum_Load
31342,66.89,31.25,0.0,0.03,90.6,100.0,42300,Weekday,Friday,Maximum_Load
31343,66.42,29.38,0.29,0.03,91.45,100.0,43200,Weekday,Friday,Maximum_Load
31344,24.8,0.04,9.43,0.01,100.0,93.47,44100,Weekday,Friday,Medium_Load
31345,10.12,0.0,18.68,0.0,100.0,47.63,45000,Weekday,Friday,Medium_Load
31346,6.52,0.0,20.27,0.0,100.0,30.62,45900,Weekday,Friday,Medium_Load
31347,6.7,0.0,21.02,0.0,100.0,30.37,46800,Weekday,Friday,Medium_Load
31348,57.17,23.08,3.53,0.03,92.73,99.81,47700,Weekday,Friday,Medium_Load
31349,80.35,44.32,0.0,0.04,87.56,100.0,48600,Weekday,Friday,Medium_Load
31350,92.52,52.16,0.0,0.04,87.11,100.0,49500,Weekday,Friday,Medium_Load
31351,85.9,47.3,0.0,0.04,87.6,100.0,50400,Weekday,Friday,Medium_Load
31352,80.64,43.06,0.0,0.04,88.21,100.0,51300,Weekday,Friday,Medium_Load
31353,87.95,47.34,0.0,0.04,88.05,100.0,52200,Weekday,Friday,Medium_Load
31354,72.54,41.47,0.0,0.03,86.81,100.0,53100,Weekday,Friday,Medium_Load
31355,74.3,39.46,0.0,0.03,88.32,100.0,54000,Weekday,Friday,Medium_Load
31356,78.23,47.23,0.0,0.04,85.61,100.0,54900,Weekday,Friday,Medium_Load
31357,110.48,68.65,0.0,0.05,84.94,100.0,55800,Weekday,Friday,Medium_Load
31358,80.32,44.93,0.0,0.04,87.27,100.0,56700,Weekday,Friday,Medium_Load
31359,89.39,51.12,0.0,0.04,86.81,100.0,57600,Weekday,Friday,Medium_Load
31360,86.04,48.89,0.0,0.04,86.94,100.0,58500,Weekday,Friday,Medium_Load
31361,76.0,43.63,0.0,0.03,86.73,100.0,59400,Weekday,Friday,Medium_Load
31362,104.29,62.78,0.0,0.05,85.67,100.0,60300,Weekday,Friday,Medium_Load
31363,86.11,48.67,0.0,0.04,87.06,100.0,61200,Weekday,Friday,Medium_Load
31364,86.98,45.97,0.0,0.04,88.41,100.0,62100,Weekday,Friday,Maximum_Load
31365,52.7,17.14,0.5,0.02,95.1,100.0,63000,Weekday,Friday,Maximum_Load
31366,34.13,0.22,4.18,0.02,100.0,99.26,63900,Weekday,Friday,Maximum_Load
31367,34.27,4.07,1.94,0.02,99.3,99.84,64800,Weekday,Friday,Maximum_Load
31368,54.61,29.2,0.0,0.03,88.19,100.0,65700,Weekday,Friday,Maximum_Load
31369,63.9,34.31,0.0,0.03,88.1,100.0,66600,Weekday,Friday,Maximum_Load
31370,56.02,21.71,0.0,0.03,93.24,100.0,67500,Weekday,Friday,Maximum_Load
31371,68.8,30.31,0.0,0.03,91.51,100.0,68400,Weekday,Friday,Maximum_Load
31372,65.23,28.55,0.0,0.03,91.61,100.0,69300,Weekday,Friday,Maximum_Load
31373,69.48,31.82,0.0,0.03,90.92,100.0,70200,Weekday,Friday,Maximum_Load
31374,66.17,27.94,0.0,0.03,92.12,100.0,71100,Weekday,Friday,Maximum_Load
31375,72.94,32.69,0.0,0.03,91.25,100.0,72000,Weekday,Friday,Maximum_Load
31376,59.58,24.3,0.0,0.03,92.59,100.0,72900,Weekday,Friday,Medium_Load
31377,53.39,19.87,0.0,0.02,93.72,100.0,73800,Weekday,Friday,Medium_Load
31378,45.68,10.91,0.0,0.02,97.26,100.0,74700,Weekday,Friday,Medium_Load
31379,23.36,1.84,8.89,0.01,99.69,93.46,75600,Weekday,Friday,Medium_Load
31380,7.52,0.0,18.47,0.0,100.0,37.71,76500,Weekday,Friday,Medium_Load
31381,5.29,0.0,20.2,0.0,100.0,25.33,77400,Weekday,Friday,Medium_Load
31382,5.22,0.0,20.12,0.0,100.0,25.11,78300,Weekday,Friday,Medium_Load
31383,5.26,0.0,19.91,0.0,100.0,25.54,79200,Weekday,Friday,Medium_Load
31384,4.93,5.18,0.29,0.0,68.94,99.83,80100,Weekday,Friday,Maximum_Load
31385,4.86,5.11,0.0,0.0,68.92,100.0,81000,Weekday,Friday,Maximum_Load
31386,4.86,4.43,0.0,0.0,73.9,100.0,81900,Weekday,Friday,Maximum_Load
31387,4.75,3.46,0.0,0.0,80.83,100.0,82800,Weekday,Friday,Maximum_Load
31388,4.68,2.59,0.0,0.0,87.49,100.0,83700,Weekday,Friday,Light_Load
31389,4.61,2.2,0.07,0.0,90.25,99.99,84600,Weekday,Friday,Light_Load
31390,3.92,2.41,0.25,0.0,85.19,99.8,85500,Weekday,Friday,Light_Load
31391,3.53,2.45,0.36,0.0,82.15,99.48,0,Weekday,Friday,Light_Load
31392,3.49,2.59,0.29,0.0,80.3,99.66,900,Weekend,Saturday,Light_Load
31393,3.56,2.74,0.11,0.0,79.25,99.95,1800,Weekend,Saturday,Light_Load
31394,3.56,2.7,0.14,0.0,79.68,99.92,2700,Weekend,Saturday,Light_Load
31395,3.56,2.81,0.14,0.0,78.49,99.92,3600,Weekend,Saturday,Light_Load
31396,3.6,2.92,0.11,0.0,77.66,99.95,4500,Weekend,Saturday,Light_Load
31397,3.56,2.81,0.14,0.0,78.49,99.92,5400,Weekend,Saturday,Light_Load
31398,3.49,2.81,0.14,0.0,77.89,99.92,6300,Weekend,Saturday,Light_Load
31399,3.56,2.84,0.14,0.0,78.17,99.92,7200,Weekend,Saturday,Light_Load
31400,3.6,3.24,0.04,0.0,74.33,99.99,8100,Weekend,Saturday,Light_Load
31401,3.6,2.92,0.11,0.0,77.66,99.95,9000,Weekend,Saturday,Light_Load
31402,3.56,2.7,0.11,0.0,79.68,99.95,9900,Weekend,Saturday,Light_Load
31403,3.56,2.99,0.07,0.0,76.57,99.98,10800,Weekend,Saturday,Light_Load
31404,3.64,3.24,0.04,0.0,74.7,99.99,11700,Weekend,Saturday,Light_Load
31405,3.56,3.13,0.0,0.0,75.1,100.0,12600,Weekend,Saturday,Light_Load
31406,3.89,3.42,0.0,0.0,75.1,100.0,13500,Weekend,Saturday,Light_Load
31407,4.79,3.78,0.0,0.0,78.5,100.0,14400,Weekend,Saturday,Light_Load
31408,4.25,3.49,0.0,0.0,77.28,100.0,15300,Weekend,Saturday,Light_Load
31409,3.64,3.2,0.0,0.0,75.1,100.0,16200,Weekend,Saturday,Light_Load
31410,3.6,3.24,0.0,0.0,74.33,100.0,17100,Weekend,Saturday,Light_Load
31411,3.13,2.88,0.0,0.0,73.59,100.0,18000,Weekend,Saturday,Light_Load
31412,3.02,2.77,0.0,0.0,73.7,100.0,18900,Weekend,Saturday,Light_Load
31413,3.02,2.84,0.0,0.0,72.85,100.0,19800,Weekend,Saturday,Light_Load
31414,3.1,2.95,0.0,0.0,72.44,100.0,20700,Weekend,Saturday,Light_Load
31415,3.02,2.7,0.0,0.0,74.55,100.0,21600,Weekend,Saturday,Light_Load
31416,3.06,2.66,0.0,0.0,75.47,100.0,22500,Weekend,Saturday,Light_Load
31417,3.02,2.7,0.0,0.0,74.55,100.0,23400,Weekend,Saturday,Light_Load
31418,3.02,2.84,0.0,0.0,72.85,100.0,24300,Weekend,Saturday,Light_Load
31419,3.1,3.06,0.0,0.0,71.17,100.0,25200,Weekend,Saturday,Light_Load
31420,3.64,3.56,0.0,0.0,71.49,100.0,26100,Weekend,Saturday,Light_Load
31421,3.71,3.42,0.0,0.0,73.53,100.0,27000,Weekend,Saturday,Light_Load
31422,3.53,3.2,0.0,0.0,74.09,100.0,27900,Weekend,Saturday,Light_Load
31423,3.35,3.42,0.0,0.0,69.98,100.0,28800,Weekend,Saturday,Light_Load
31424,3.92,4.39,0.0,0.0,66.6,100.0,29700,Weekend,Saturday,Light_Load
31425,3.13,3.02,0.0,0.0,71.96,100.0,30600,Weekend,Saturday,Light_Load
31426,3.2,1.26,3.31,0.0,93.05,69.51,31500,Weekend,Saturday,Light_Load
31427,3.24,0.0,14.08,0.0,100.0,22.43,32400,Weekend,Saturday,Light_Load
31428,3.38,0.0,13.79,0.0,100.0,23.81,33300,Weekend,Saturday,Light_Load
31429,3.42,0.0,13.68,0.0,100.0,24.25,34200,Weekend,Saturday,Light_Load
31430,3.38,0.0,13.64,0.0,100.0,24.05,35100,Weekend,Saturday,Light_Load
31431,3.46,0.0,13.79,0.0,100.0,24.34,36000,Weekend,Saturday,Light_Load
31432,3.42,0.0,13.43,0.0,100.0,24.68,36900,Weekend,Saturday,Light_Load
31433,3.74,0.0,18.54,0.0,100.0,19.77,37800,Weekend,Saturday,Light_Load
31434,3.85,0.0,20.92,0.0,100.0,18.1,38700,Weekend,Saturday,Light_Load
31435,3.92,0.0,20.95,0.0,100.0,18.39,39600,Weekend,Saturday,Light_Load
31436,3.78,0.0,19.3,0.0,100.0,19.22,40500,Weekend,Saturday,Light_Load
31437,3.24,0.0,13.82,0.0,100.0,22.83,41400,Weekend,Saturday,Light_Load
31438,3.28,0.0,13.64,0.0,100.0,23.38,42300,Weekend,Saturday,Light_Load
31439,3.78,0.0,16.63,0.0,100.0,22.16,43200,Weekend,Saturday,Light_Load
31440,4.18,0.0,19.51,0.0,100.0,20.95,44100,Weekend,Saturday,Light_Load
31441,3.46,0.0,13.61,0.0,100.0,24.64,45000,Weekend,Saturday,Light_Load
31442,3.35,0.0,13.79,0.0,100.0,23.61,45900,Weekend,Saturday,Light_Load
31443,3.46,0.0,15.34,0.0,100.0,22.0,46800,Weekend,Saturday,Light_Load
31444,3.89,0.0,21.85,0.0,100.0,17.53,47700,Weekend,Saturday,Light_Load
31445,5.72,0.0,21.2,0.0,100.0,26.05,48600,Weekend,Saturday,Light_Load
31446,5.83,0.0,20.99,0.0,100.0,26.76,49500,Weekend,Saturday,Light_Load
31447,5.26,0.0,21.46,0.0,100.0,23.81,50400,Weekend,Saturday,Light_Load
31448,4.57,0.0,21.46,0.0,100.0,20.83,51300,Weekend,Saturday,Light_Load
31449,4.57,0.0,21.38,0.0,100.0,20.9,52200,Weekend,Saturday,Light_Load
31450,4.64,0.0,21.24,0.0,100.0,21.34,53100,Weekend,Saturday,Light_Load
31451,4.61,0.0,21.31,0.0,100.0,21.14,54000,Weekend,Saturday,Light_Load
31452,4.57,0.0,21.06,0.0,100.0,21.21,54900,Weekend,Saturday,Light_Load
31453,4.54,0.0,21.06,0.0,100.0,21.07,55800,Weekend,Saturday,Light_Load
31454,5.33,0.0,21.1,0.0,100.0,24.49,56700,Weekend,Saturday,Light_Load
31455,5.44,0.0,20.92,0.0,100.0,25.17,57600,Weekend,Saturday,Light_Load
31456,4.61,0.0,20.77,0.0,100.0,21.67,58500,Weekend,Saturday,Light_Load
31457,4.61,0.0,20.81,0.0,100.0,21.63,59400,Weekend,Saturday,Light_Load
31458,5.69,0.0,20.81,0.0,100.0,26.37,60300,Weekend,Saturday,Light_Load
31459,5.83,0.0,20.45,0.0,100.0,27.42,61200,Weekend,Saturday,Light_Load
31460,5.9,0.0,20.41,0.0,100.0,27.77,62100,Weekend,Saturday,Light_Load
31461,4.79,0.0,17.57,0.0,100.0,26.3,63000,Weekend,Saturday,Light_Load
31462,3.85,0.0,18.32,0.0,100.0,20.57,63900,Weekend,Saturday,Light_Load
31463,3.67,0.0,13.93,0.0,100.0,25.48,64800,Weekend,Saturday,Light_Load
31464,3.6,0.0,8.24,0.0,100.0,40.04,65700,Weekend,Saturday,Light_Load
31465,3.71,0.0,13.0,0.0,100.0,27.44,66600,Weekend,Saturday,Light_Load
31466,3.71,0.0,18.83,0.0,100.0,19.33,67500,Weekend,Saturday,Light_Load
31467,3.74,0.0,17.53,0.0,100.0,20.87,68400,Weekend,Saturday,Light_Load
31468,3.67,0.0,17.35,0.0,100.0,20.69,69300,Weekend,Saturday,Light_Load
31469,4.14,0.0,20.59,0.0,100.0,19.71,70200,Weekend,Saturday,Light_Load
31470,3.96,0.0,20.48,0.0,100.0,18.98,71100,Weekend,Saturday,Light_Load
31471,3.2,0.0,14.98,0.0,100.0,20.89,72000,Weekend,Saturday,Light_Load
31472,3.1,0.0,13.97,0.0,100.0,21.66,72900,Weekend,Saturday,Light_Load
31473,3.06,0.0,13.97,0.0,100.0,21.4,73800,Weekend,Saturday,Light_Load
31474,3.06,0.0,14.0,0.0,100.0,21.35,74700,Weekend,Saturday,Light_Load
31475,3.2,0.0,13.93,0.0,100.0,22.39,75600,Weekend,Saturday,Light_Load
31476,3.06,0.0,13.97,0.0,100.0,21.4,76500,Weekend,Saturday,Light_Load
